ID del damnificado;# integrantes;Familiares de apoyo (1 = SI);origen del damnificado (1 = local);años de instalación en la ciudad;Estrato social;Dias en albergue
3776;6;1;0;3;5;0
3777;2;1;1;2;4;9
3778;6;1;1;3;2;3
3779;2;1;0;2;3;1
3780;1;0;1;7;4;18
3781;3;1;1;3;1;10
3782;2;1;0;3;3;1
3783;3;0;1;3;1;5
3784;3;0;0;3;1;29
3785;2;1;1;2;1;1
3786;2;1;1;4;3;3
3787;2;1;1;2;3;0
3788;1;1;0;3;4;2
3789;2;0;0;3;3;8
3790;1;0;0;3;1;7
3791;5;1;1;4;3;4
3792;4;1;0;3;2;6
3793;2;1;0;3;5;1
3794;4;1;1;4;1;0
3795;1;1;0;2;3;2
3796;5;0;0;2;2;1
3797;4;1;0;3;3;0
3798;2;1;0;4;5;0
3799;2;1;1;5;3;25
3800;2;1;1;4;4;1
3801;6;1;1;5;1;4
3802;5;1;0;6;1;11
3803;2;1;1;5;3;20
3804;2;0;1;3;2;12
3805;1;1;1;2;3;10
3806;7;1;1;3;2;0
3807;3;1;0;3;5;0
3808;2;0;0;5;2;12
3809;5;1;1;2;2;5
3810;2;1;1;1;4;4
3811;5;0;0;3;3;5
3812;1;1;1;2;1;2
3813;2;0;0;3;2;5
3814;3;1;1;2;1;8
3815;5;1;1;3;2;5
3816;2;1;1;2;1;15
3817;2;0;0;4;5;28
3818;2;1;1;4;1;7
3819;3;1;1;2;1;22
3820;3;0;1;2;5;3
3821;2;0;1;2;2;1
3822;5;1;1;3;1;3
3823;2;1;1;3;3;2
3824;8;1;1;6;2;3
3825;1;0;1;0;1;29
3826;1;0;1;4;2;6
3827;5;1;1;7;4;2
3828;3;1;0;1;1;4
3829;1;1;0;2;3;0
3830;4;1;1;3;2;0
3831;5;1;1;5;3;3
3832;3;0;0;2;3;10
3833;3;1;1;2;1;14
3834;2;0;1;1;4;13
3835;2;0;1;1;2;3
3836;2;1;1;5;2;13
3837;2;1;0;4;2;0
3838;5;1;0;2;5;0
3839;3;1;0;2;3;4
3840;2;0;0;3;1;7
3841;3;1;1;1;5;0
3842;5;1;1;4;2;1
3843;4;0;0;6;2;47
3844;5;1;0;4;3;5
3845;2;1;0;4;3;4
3846;1;1;1;5;1;8
3847;2;0;0;5;1;16
3848;4;1;0;4;4;0
3849;4;1;1;4;1;14
3850;3;0;0;1;4;5
3851;2;1;1;3;1;35
3852;8;1;1;4;1;1
3853;2;0;0;3;3;6
3854;2;0;1;3;1;5
3855;6;0;1;2;3;10
3856;2;1;1;4;2;3
3857;5;0;1;1;1;12
3858;5;1;1;3;1;3
3859;2;1;1;3;2;6
3860;3;1;1;7;1;14
3861;2;1;1;0;2;2
3862;4;1;1;2;4;5
3863;4;1;1;3;2;7
3864;2;1;0;4;3;4
3865;6;1;1;4;1;6
3866;2;1;1;1;3;23
3867;2;0;1;2;1;0
3868;2;0;1;4;5;2
3869;1;1;1;4;3;4
3870;3;1;1;3;2;0
3871;3;1;1;3;2;4
3872;3;0;1;5;3;2
3873;5;1;0;2;1;0
3874;6;0;0;2;4;5
3875;3;0;1;2;5;3
3876;1;0;1;5;3;6
3877;4;0;1;1;5;1
3878;1;1;0;2;2;1
3879;6;1;0;4;5;0
3880;5;0;1;5;2;11
3881;5;1;0;4;2;0
3882;2;1;0;1;2;0
3883;4;1;1;3;5;5
3884;3;1;1;5;3;0
3885;7;1;1;0;2;3
3886;6;1;0;2;3;1
3887;2;0;1;3;2;7
3888;1;0;1;1;5;1
3889;2;1;0;0;3;3
3890;5;1;1;1;1;8
3891;4;1;1;7;2;13
3892;5;1;1;2;3;6
3893;5;1;1;2;2;1
3894;2;1;0;2;2;0
3895;2;1;1;3;5;3
3896;2;0;0;2;1;1
3897;3;0;0;2;1;10
3898;2;0;0;2;1;0
3899;3;1;1;4;1;16
3900;2;1;0;1;3;3
3901;5;0;0;6;3;10
3902;5;0;0;9;2;15
3903;7;1;1;2;1;9
3904;5;1;1;3;2;6
3905;4;0;0;1;3;1
3906;3;0;0;8;2;16
3907;5;1;1;2;2;0
3908;5;1;0;0;3;1
3909;3;0;1;3;5;3
3910;3;1;1;4;4;4
3911;1;1;0;3;1;12
3912;7;0;0;0;1;5
3913;4;0;1;2;3;0
3914;2;1;1;2;4;5
3915;2;1;1;3;1;24
3916;6;1;1;5;3;0
3917;5;0;1;3;1;8
3918;3;1;1;4;2;5
3919;2;1;0;2;2;8
3920;5;1;0;4;2;1
3921;5;1;0;3;3;6
3922;5;0;0;1;1;5
3923;3;1;0;4;1;9
3924;5;0;1;4;1;1
3925;2;0;0;1;3;4
3926;4;1;0;3;1;1
3927;2;1;1;1;4;2
3928;2;0;0;3;4;5
3929;3;1;0;2;5;0
3930;3;1;0;2;2;29
3931;7;1;0;6;2;1
3932;2;0;0;2;4;8
3933;3;0;0;5;1;12
3934;8;1;1;2;2;6
3935;5;1;1;2;2;2
3936;1;1;1;2;1;1
3937;5;1;0;2;1;7
3938;2;1;1;3;2;1
3939;5;1;0;3;5;0
3940;3;1;1;1;5;2
3941;6;1;1;3;3;4
3942;5;1;1;1;4;2
3943;3;1;1;0;4;8
3944;2;1;0;5;1;2
3945;2;0;1;1;3;29
3946;1;0;0;7;2;13
3947;6;0;0;2;2;1
3948;3;1;1;4;2;5
3949;2;0;1;5;2;5
3950;2;1;1;0;1;1
3951;3;0;0;4;4;15
3952;3;1;1;2;3;8
3953;2;1;0;2;1;11
3954;2;1;1;3;2;3
3955;1;1;1;7;5;3
3956;5;1;1;2;2;0
3957;5;0;0;1;3;2
3958;3;0;1;2;3;5
3959;8;0;1;3;3;23
3960;5;0;0;3;2;0
3961;1;1;0;5;1;12
3962;4;1;1;2;2;9
3963;6;1;1;5;1;3
3964;4;1;0;5;1;5
3965;2;1;0;5;1;1
3966;5;1;1;2;2;6
3967;4;1;1;4;3;8
3968;5;1;1;0;2;7
3969;5;1;0;1;1;0
3970;3;1;1;3;3;3
3971;3;1;1;3;2;9
3972;4;1;0;3;2;2
3973;3;0;0;3;5;18
3974;2;1;1;3;1;16
3975;1;1;1;2;3;8
3976;3;0;1;3;1;4
3977;6;0;1;5;1;25
3978;5;1;0;1;5;0
3979;7;1;1;1;1;21
3980;1;0;1;2;5;18
3981;5;0;1;2;1;21
3982;2;1;1;1;1;3
3983;2;1;0;3;1;1
3984;4;0;0;5;5;0
3985;4;1;1;2;4;3
3986;7;1;1;3;1;7
3987;2;1;0;5;2;4
3988;3;1;0;3;1;13
3989;8;0;0;4;3;1
3990;2;1;1;1;4;4
3991;2;1;1;2;2;11
3992;3;0;0;2;4;3
3993;5;0;0;4;1;15
3994;6;1;1;2;2;11
3995;2;1;1;6;1;13
3996;2;1;1;0;3;15
3997;7;0;1;4;4;8
3998;3;1;0;3;1;4
3999;6;1;0;4;1;3
4000;3;0;0;3;2;4
4001;4;1;1;6;5;11
4002;1;0;1;2;2;7
4003;2;1;1;6;1;72
4004;2;0;0;2;5;3
4005;4;0;0;2;2;3
4006;2;0;1;4;2;49
4007;3;0;1;2;4;6
4008;3;1;1;1;2;2
4009;5;0;1;0;1;0
4010;3;1;1;1;4;4
4011;6;1;1;1;2;4
4012;1;1;1;3;4;3
4013;1;1;1;3;1;16
4014;5;1;1;3;1;6
4015;6;1;0;0;2;1
4016;3;1;1;4;2;2
4017;2;0;0;1;5;7
4018;7;1;1;5;1;0
4019;3;1;1;2;1;6
4020;2;0;0;4;4;2
4021;2;1;1;3;2;1
4022;5;1;1;3;5;0
4023;3;1;0;2;3;19
4024;1;0;0;3;2;8
4025;3;1;0;5;4;3
4026;5;0;0;3;2;6
4027;2;0;0;2;4;3
4028;7;1;0;4;3;1
4029;6;1;0;1;2;0
4030;2;1;1;5;3;1
4031;2;1;1;3;1;5
4032;2;1;1;2;2;2
4033;1;1;1;6;5;0
4034;1;1;0;3;4;0
4035;2;1;0;2;1;0
4036;3;0;0;1;3;1
4037;2;1;1;5;2;15
4038;1;1;1;1;4;0
4039;4;0;1;1;3;3
4040;5;0;1;4;1;19
4041;4;0;0;2;2;11
4042;1;0;0;3;3;12
4043;2;1;1;0;3;6
4044;5;0;0;6;1;3
4045;1;0;0;2;1;8
4046;5;1;0;4;4;0
4047;2;1;0;5;2;5
4048;1;1;0;4;1;6
4049;2;1;0;4;1;15
4050;2;1;1;1;1;1
4051;4;1;1;1;3;2
4052;1;0;0;2;4;6
4053;4;0;0;8;3;0
4054;2;0;0;2;1;11
4055;1;1;0;2;2;0
4056;3;1;1;5;2;3
4057;5;1;0;3;5;0
4058;4;1;0;2;2;5
4059;2;0;1;3;1;21
4060;7;1;1;3;1;3
4061;6;0;0;4;1;2
4062;1;1;1;1;1;4
4063;5;1;1;2;2;10
4064;2;1;0;1;2;7
4065;2;1;0;4;2;2
4066;5;0;0;4;2;1
4067;6;1;1;3;2;0
4068;4;1;0;4;4;0
4069;5;1;1;2;4;3
4070;2;0;0;1;2;5
4071;5;1;0;3;2;0
4072;4;1;1;1;2;6
4073;7;1;0;4;1;4
4074;3;0;0;0;1;3
4075;2;1;1;1;2;9
4076;5;0;0;4;2;1
4077;5;1;0;1;1;3
4078;6;1;0;2;1;7
4079;1;1;0;4;2;1
4080;2;1;1;4;1;0
4081;2;0;1;6;1;1
4082;2;1;1;2;3;53
4083;3;1;0;0;1;13
4084;3;0;1;5;3;2
4085;5;0;1;3;1;7
4086;7;1;0;4;1;1
4087;2;1;0;1;2;8
4088;4;0;0;1;3;0
4089;8;1;0;6;2;4
4090;1;1;1;0;1;11
4091;2;0;1;2;5;6
4092;2;1;0;1;3;3
4093;1;0;1;3;2;11
4094;7;1;0;5;4;0
4095;8;1;1;4;4;1
4096;1;1;0;4;4;2
4097;5;1;0;4;2;3
4098;2;1;1;3;1;19
4099;3;1;1;10;1;1
4100;5;0;1;3;2;5
4101;5;0;0;0;3;11
4102;5;1;1;2;4;1
4103;5;1;0;5;3;1
4104;2;1;0;2;1;5
4105;5;0;1;2;5;1
4106;3;1;0;1;1;3
4107;5;1;1;4;2;4
4108;3;1;1;1;5;1
4109;3;1;1;4;1;2
4110;2;0;1;5;5;21
4111;2;1;1;3;3;5
4112;4;0;0;3;1;3
4113;3;0;1;3;1;12
4114;5;1;0;3;1;4
4115;5;1;1;1;2;2
4116;5;0;1;3;2;3
4117;2;0;1;4;3;7
4118;1;1;1;3;4;4
4119;2;0;1;6;2;1
4120;5;1;1;5;3;2
4121;6;1;1;3;3;14
4122;4;0;1;4;3;1
4123;5;1;0;1;1;1
4124;5;1;0;5;2;3
4125;5;1;0;2;3;1
4126;3;0;0;3;5;3
4127;5;1;1;6;1;9
4128;2;1;0;3;5;2
4129;5;1;1;1;4;1
4130;3;0;1;4;1;24
4131;3;1;1;5;1;13
4132;3;1;0;9;2;6
4133;1;1;1;2;3;5
4134;4;1;0;1;4;0
4135;5;1;0;3;1;0
4136;1;1;1;2;1;7
4137;4;1;1;2;2;5
4138;3;1;1;3;2;2
4139;3;1;0;4;2;1
4140;1;1;1;4;1;7
4141;2;1;0;4;3;3
4142;4;0;1;2;2;2
4143;5;1;1;2;2;0
4144;4;0;0;4;4;1
4145;2;1;0;3;1;0
4146;2;1;0;1;1;0
4147;3;1;1;2;1;29
4148;5;1;0;2;4;0
4149;4;0;0;1;2;14
4150;3;0;1;2;3;20
4151;2;1;1;3;2;1
4152;2;1;1;1;2;2
4153;2;1;1;1;3;0
4154;5;1;1;3;4;1
4155;3;1;0;1;3;10
4156;5;0;0;1;2;1
4157;2;1;0;3;1;6
4158;3;1;0;2;1;1
4159;3;1;0;7;2;6
4160;5;1;0;2;3;1
4161;5;1;1;3;4;3
4162;5;0;1;5;3;1
4163;5;1;1;2;2;2
4164;3;0;1;1;2;10
4165;2;1;0;4;3;3
4166;1;1;1;0;4;1
4167;1;0;0;9;4;3
4168;6;1;1;3;1;1
4169;2;0;1;2;5;8
4170;3;1;1;2;2;3
4171;5;0;1;2;3;2
4172;4;1;1;4;2;3
4173;1;1;1;2;1;20
4174;1;1;0;4;5;1
4175;4;0;1;1;1;0
4176;3;0;1;3;4;11
4177;7;1;1;2;2;1
4178;5;0;0;4;5;13
4179;5;1;0;8;5;1
4180;7;1;1;1;1;6
4181;2;1;0;1;5;0
4182;5;1;0;1;1;10
4183;5;1;0;1;4;0
4184;7;0;1;0;4;3
4185;7;0;1;4;3;13
4186;2;1;1;5;1;4
4187;6;0;1;4;1;3
4188;4;1;1;4;5;1
4189;2;0;1;3;3;2
4190;4;1;1;2;5;4
4191;5;0;1;2;5;2
4192;2;1;0;7;4;14
4193;5;0;1;3;1;2
4194;3;1;0;6;3;6
4195;5;0;0;3;1;6
4196;2;1;1;5;1;16
4197;3;0;1;2;1;28
4198;3;1;0;4;5;9
4199;5;1;0;3;2;5
4200;2;1;0;2;1;4
4201;2;1;1;1;1;3
4202;4;1;0;4;1;3
4203;2;1;0;3;2;2
4204;5;0;1;3;2;7
4205;1;0;0;5;5;21
4206;5;0;1;2;1;7
4207;1;1;0;7;2;5
4208;2;1;0;2;2;3
4209;2;1;0;2;1;6
4210;4;1;1;6;5;6
4211;4;1;0;0;2;0
4212;2;1;1;2;3;4
4213;4;1;0;6;2;2
4214;1;1;1;4;4;5
4215;3;0;1;5;4;12
4216;5;0;1;1;5;13
4217;2;1;0;2;1;0
4218;4;1;1;2;5;9
4219;2;1;1;1;5;2
4220;5;1;0;2;2;0
4221;2;0;1;4;3;6
4222;5;0;1;0;5;2
4223;5;1;0;1;1;1
4224;2;0;0;6;1;20
4225;3;0;0;2;3;4
4226;5;1;1;0;1;11
4227;5;1;1;2;2;2
4228;2;1;1;4;2;7
4229;4;0;1;7;3;7
4230;4;1;1;3;1;16
4231;2;1;1;5;2;1
4232;2;1;1;1;2;26
4233;6;1;0;4;2;3
4234;5;1;0;3;2;4
4235;8;1;0;4;2;0
4236;2;1;0;2;2;7
4237;3;1;1;3;1;22
4238;4;1;1;3;2;3
4239;5;1;0;4;3;1
4240;3;0;1;3;5;4
4241;5;1;0;2;2;1
4242;2;1;1;2;3;0
4243;2;1;1;3;1;3
4244;2;1;0;3;1;7
4245;3;1;0;2;2;17
4246;6;1;0;3;1;6
4247;3;1;1;5;1;34
4248;2;1;0;4;4;4
4249;2;0;1;3;2;14
4250;3;0;1;4;1;3
4251;5;0;0;1;1;1
4252;3;1;1;3;3;12
4253;3;1;1;5;5;4
4254;5;1;1;3;1;1
4255;2;0;0;4;2;32
4256;3;1;1;1;2;2
4257;2;1;0;2;4;0
4258;6;0;1;1;2;2
4259;3;1;0;3;4;3
4260;2;1;0;4;4;1
4261;3;1;1;3;2;4
4262;2;1;0;2;1;4
4263;2;1;0;3;1;20
4264;6;1;0;3;2;4
4265;2;1;1;3;3;1
4266;3;1;0;0;1;3
4267;2;1;1;4;2;1
4268;3;0;1;5;1;4
4269;7;1;1;1;5;2
4270;5;1;1;2;3;15
4271;3;1;0;2;1;4
4272;5;0;1;2;3;2
4273;2;1;0;5;2;4
4274;3;0;1;4;1;4
4275;5;1;0;2;3;3
4276;5;1;1;4;2;5
4277;6;0;1;2;3;11
4278;2;1;0;2;1;7
4279;6;1;0;5;4;0
4280;3;0;0;3;1;0
4281;3;1;0;2;2;2
4282;5;1;1;5;4;1
4283;4;1;0;4;1;5
4284;4;1;0;6;3;1
4285;5;1;0;3;2;0
4286;3;1;1;1;2;2
4287;5;1;0;1;3;4
4288;3;1;1;2;1;3
4289;2;1;1;1;2;2
4290;2;1;0;4;5;0
4291;2;0;1;4;4;5
4292;2;1;0;7;1;1
4293;2;1;0;2;1;3
4294;2;1;0;1;1;8
4295;1;0;0;2;1;6
4296;6;0;1;5;3;11
4297;1;1;1;7;2;8
4298;5;0;1;0;3;1
4299;2;1;1;2;3;3
4300;2;0;1;2;3;2
4301;5;0;0;4;2;8
4302;2;1;0;3;2;6
4303;2;0;0;2;3;2
4304;3;1;0;4;1;9
4305;2;0;1;3;2;5
4306;2;1;1;2;3;18
4307;5;1;0;4;2;14
4308;2;1;0;4;2;4
4309;3;1;1;6;3;4
4310;6;1;0;4;2;3
4311;2;0;1;3;2;3
4312;2;1;0;5;2;1
4313;5;1;0;4;3;5
4314;6;0;0;0;3;8
4315;1;0;1;6;2;0
4316;2;1;0;2;3;6
4317;3;0;0;4;2;10
4318;3;1;1;3;3;8
4319;1;1;0;5;3;3
4320;2;0;1;4;2;3
4321;3;1;1;1;3;9
4322;2;1;1;5;2;24
4323;4;0;1;3;1;3
4324;2;1;1;2;3;6
4325;3;0;1;3;4;12
4326;2;0;1;2;1;5
4327;1;1;1;1;2;4
4328;5;1;1;3;1;34
4329;2;1;0;4;4;1
4330;8;0;0;2;2;1
4331;5;1;0;3;1;14
4332;5;1;0;3;2;5
4333;2;0;0;3;3;28
4334;2;1;1;6;5;11
4335;4;1;1;7;2;13
4336;4;0;0;1;3;8
4337;4;0;1;2;1;2
4338;3;0;0;2;2;7
4339;2;1;0;0;1;4
4340;2;1;0;4;1;21
4341;2;1;0;3;3;1
4342;7;1;0;1;1;8
4343;1;1;1;4;2;3
4344;5;1;1;2;2;9
4345;3;1;1;6;1;23
4346;5;1;1;4;3;9
4347;5;1;0;2;1;3
4348;2;0;0;2;2;1
4349;5;1;1;8;2;2
4350;2;1;0;4;2;2
4351;4;1;1;3;1;3
4352;5;1;1;4;2;5
4353;5;1;0;1;1;8
4354;2;0;0;5;2;11
4355;2;0;1;3;4;5
4356;1;1;0;5;3;6
4357;5;1;1;4;3;15
4358;8;1;1;3;2;5
4359;2;1;1;1;3;2
4360;5;1;0;0;3;2
4361;3;0;1;3;3;9
4362;2;1;1;0;3;1
4363;2;1;1;4;1;10
4364;4;0;0;2;1;29
4365;5;0;0;2;2;22
4366;2;1;1;2;5;2
4367;6;1;0;4;1;2
4368;2;0;1;5;5;4
4369;6;1;1;3;2;4
4370;5;1;0;3;1;3
4371;1;1;1;4;1;1
4372;7;1;1;1;5;1
4373;3;1;1;4;2;6
4374;1;1;1;4;2;11
4375;4;1;1;2;2;0
4376;2;1;0;4;1;0
4377;5;1;0;5;2;2
4378;2;1;1;1;2;1
4379;1;1;1;1;3;1
4380;5;0;1;5;5;3
4381;3;0;1;2;1;5
4382;1;0;1;5;3;4
4383;4;1;0;1;5;0
4384;1;1;0;4;2;0
4385;1;1;1;3;5;4
4386;3;1;0;2;4;0
4387;1;1;0;9;3;2
4388;7;0;1;1;3;9
4389;5;0;0;4;3;7
4390;5;1;0;6;1;27
4391;1;1;0;0;1;1
4392;1;1;0;3;2;12
4393;2;0;0;5;3;2
4394;6;1;0;2;4;0
4395;2;1;0;5;1;9
4396;2;1;0;3;2;8
4397;1;1;0;3;3;6
4398;6;1;1;0;1;2
4399;5;0;1;2;2;3
4400;6;1;1;5;2;2
4401;2;0;1;1;4;4
4402;3;1;0;2;2;0
4403;2;0;0;1;2;11
4404;1;0;1;3;4;6
4405;3;1;0;4;3;2
4406;3;1;0;6;1;4
4407;4;1;0;4;1;3
4408;5;1;0;0;1;2
4409;3;1;0;4;3;1
4410;5;1;0;3;5;0
4411;3;1;0;2;1;8
4412;3;1;0;2;3;3
4413;5;0;0;4;4;5
4414;3;1;1;5;3;8
4415;5;0;0;3;3;2
4416;2;1;1;7;2;8
4417;4;0;1;5;2;17
4418;3;1;0;1;2;0
4419;5;1;0;4;4;0
4420;3;1;1;1;5;7
4421;5;0;1;1;1;3
4422;2;0;0;7;1;1
4423;2;1;0;4;3;3
4424;3;1;0;8;4;10
4425;2;1;0;1;5;0
4426;2;1;0;2;4;3
4427;3;0;1;4;3;1
4428;5;0;0;4;1;7
4429;4;1;0;1;3;1
4430;5;0;1;4;1;15
4431;5;1;0;4;1;1
4432;1;0;1;5;2;0
4433;6;1;1;1;2;1
4434;2;1;1;2;5;2
4435;5;0;0;3;1;9
4436;1;1;1;2;1;5
4437;3;0;1;1;5;1
4438;5;1;0;8;1;9
4439;8;1;1;1;3;12
4440;5;0;1;4;1;7
4441;2;1;0;1;2;1
4442;5;1;1;9;4;6
4443;4;0;0;4;4;4
4444;3;1;1;2;2;6
4445;1;1;0;7;2;11
4446;1;0;0;1;1;8
4447;5;1;1;4;2;0
4448;2;0;0;2;2;3
4449;6;1;1;7;3;3
4450;5;1;0;3;3;1
4451;2;1;0;3;5;3
4452;4;0;0;1;5;2
4453;3;1;1;1;1;8
4454;7;0;0;2;3;3
4455;2;1;1;3;4;1
4456;4;1;0;5;5;0
4457;5;0;1;3;1;13
4458;5;0;1;1;5;21
4459;3;1;1;1;2;8
4460;3;1;1;7;1;8
4461;3;1;1;3;2;18
4462;2;1;1;3;4;2
4463;2;0;1;2;5;1
4464;5;1;0;1;2;2
4465;2;1;1;6;1;13
4466;2;1;0;3;3;4
4467;3;1;0;0;2;7
4468;5;1;1;3;1;11
4469;5;1;1;3;2;14
4470;4;1;0;2;2;0
4471;1;1;0;3;5;1
4472;3;1;0;3;3;0
4473;5;1;0;4;2;1
4474;5;1;0;4;3;0
4475;2;1;0;6;1;30
4476;1;1;0;5;2;2
4477;5;1;1;1;1;9
4478;2;1;1;4;4;8
4479;2;1;1;2;1;2
4480;5;1;1;4;1;13
4481;5;1;1;1;3;2
4482;2;1;1;6;1;11
4483;2;0;0;1;1;12
4484;2;1;1;4;2;1
4485;2;1;0;4;2;9
4486;5;1;0;2;3;4
4487;3;1;1;2;2;17
4488;2;1;1;2;4;5
4489;2;1;1;5;2;3
4490;6;1;1;3;2;6
4491;1;0;0;5;3;2
4492;2;0;1;4;3;8
4493;5;0;0;3;1;26
4494;2;1;0;3;2;3
4495;5;1;0;4;2;0
4496;2;1;0;6;2;13
4497;2;1;1;3;1;4
4498;3;1;0;4;2;4
4499;5;0;0;0;2;14
4500;6;1;0;8;1;9
4501;5;1;0;1;2;4
4502;3;1;0;2;3;4
4503;4;1;1;3;1;5
4504;3;1;1;1;4;5
4505;2;0;0;5;2;2
4506;4;0;0;1;5;7
4507;6;1;0;1;1;13
4508;1;0;1;5;1;5
4509;4;0;1;7;2;17
4510;5;1;0;2;1;2
4511;2;0;1;2;2;12
4512;4;1;1;3;1;4
4513;1;1;1;3;1;46
4514;4;0;0;1;5;0
4515;3;1;1;2;2;1
4516;1;1;1;2;2;13
4517;3;1;1;2;4;1
4518;5;0;0;1;3;9
4519;5;1;0;3;5;0
4520;1;0;0;2;5;0
4521;3;1;0;3;5;8
4522;6;1;1;0;2;6
4523;3;1;0;1;1;4
4524;2;0;0;4;1;3
4525;5;0;1;6;2;24
4526;4;1;1;6;4;16
4527;2;1;0;3;3;17
4528;2;1;1;1;1;7
4529;3;1;1;4;1;21
4530;2;0;1;3;2;4
4531;2;1;0;6;3;3
4532;4;1;1;2;5;0
4533;2;0;1;5;3;11
4534;6;1;0;1;5;0
4535;2;1;0;1;1;1
4536;3;0;0;3;4;4
4537;6;1;0;2;3;1
4538;3;0;0;3;2;2
4539;7;0;1;6;1;8
4540;3;1;0;5;1;0
4541;3;1;1;6;2;7
4542;1;1;1;2;1;5
4543;2;1;1;3;2;12
4544;5;1;0;2;2;1
4545;3;0;1;1;1;29
4546;2;1;0;4;2;3
4547;2;1;1;6;2;26
4548;3;1;1;1;5;1
4549;5;0;0;7;2;8
4550;3;0;1;4;4;3
4551;5;1;1;3;1;3
4552;2;1;0;4;2;5
4553;3;0;0;2;3;2
4554;2;1;0;3;2;1
4555;3;1;0;3;1;4
4556;2;1;1;4;1;12
4557;4;0;1;4;2;2
4558;2;0;1;2;2;2
4559;1;0;1;5;4;2
4560;3;0;0;2;3;10
4561;5;1;1;7;5;1
4562;5;1;0;4;1;6
4563;3;1;0;2;1;1
4564;7;1;0;3;2;3
4565;4;0;1;4;2;0
4566;4;1;0;5;3;2
4567;6;1;1;2;4;0
4568;5;1;1;3;1;6
4569;6;1;0;5;2;2
4570;2;0;0;4;2;26
4571;5;1;1;4;2;5
4572;3;1;0;4;1;0
4573;6;0;0;4;5;1
4574;7;0;1;6;5;13
4575;2;1;0;3;1;7
4576;3;1;0;1;2;1
4577;3;0;0;5;2;23
4578;2;1;0;1;1;0
4579;1;1;0;2;2;10
4580;3;1;1;4;2;14
4581;2;0;0;2;2;5
4582;1;1;0;5;1;14
4583;2;0;0;1;4;2
4584;5;0;1;6;2;15
4585;4;0;0;4;1;5
4586;3;0;1;1;5;21
4587;5;1;0;3;1;2
4588;1;1;0;4;1;8
4589;1;0;1;1;2;3
4590;6;1;1;5;3;9
4591;2;1;0;4;2;1
4592;6;1;0;2;1;7
4593;6;1;1;1;2;1
4594;2;1;1;4;1;5
4595;1;1;1;4;2;3
4596;5;1;0;2;3;3
4597;2;1;0;1;2;5
4598;2;0;1;1;2;3
4599;2;1;1;1;2;1
4600;3;1;1;7;3;42
4601;8;0;1;4;1;8
4602;6;1;0;6;2;23
4603;3;1;1;5;1;5
4604;4;1;1;5;3;12
4605;3;1;1;5;1;1
4606;5;1;0;1;1;4
4607;3;1;0;4;5;8
4608;2;1;0;2;3;0
4609;1;1;0;3;1;0
4610;3;1;0;1;4;0
4611;2;1;0;5;5;1
4612;3;1;1;1;2;3
4613;6;1;0;4;3;3
4614;2;1;0;3;2;9
4615;3;1;1;6;2;7
4616;2;0;1;4;4;4
4617;5;1;0;1;2;2
4618;2;1;1;3;2;5
4619;1;0;0;1;2;15
4620;1;1;1;4;3;2
4621;3;1;1;2;4;3
4622;5;1;0;2;3;0
4623;4;1;0;0;5;0
4624;6;0;0;0;5;13
4625;3;1;1;4;3;8
4626;2;1;1;3;2;8
4627;5;1;0;2;2;1
4628;5;0;1;3;1;9
4629;2;1;1;6;2;20
4630;3;1;0;2;3;3
4631;2;0;0;2;3;11
4632;5;1;0;4;1;3
4633;3;1;1;2;1;14
4634;3;0;0;6;4;7
4635;2;1;0;5;3;4
4636;5;0;1;3;2;18
4637;2;1;0;5;2;1
4638;5;1;1;1;2;3
4639;1;1;0;4;4;5
4640;5;1;1;2;1;1
4641;5;1;1;1;2;3
4642;3;1;0;1;3;0
4643;2;0;0;4;3;1
4644;6;0;0;4;3;5
4645;1;0;0;1;1;1
4646;2;1;0;4;2;5
4647;2;1;0;4;2;8
4648;3;0;1;0;2;5
4649;2;1;1;2;3;22
4650;6;0;1;3;1;4
4651;1;1;0;2;1;13
4652;3;1;1;2;2;5
4653;2;1;1;5;1;3
4654;3;1;1;3;2;2
4655;2;1;1;3;1;11
4656;2;1;0;3;1;1
4657;8;1;1;4;3;2
4658;1;1;1;6;2;15
4659;2;1;1;2;4;3
4660;2;1;0;3;2;2
4661;3;1;0;1;4;3
4662;5;1;1;1;5;2
4663;1;1;1;3;3;4
4664;2;0;0;3;1;20
4665;4;1;0;2;1;1
4666;1;0;1;2;5;5
4667;2;1;1;0;4;6
4668;2;1;1;2;5;0
4669;5;0;1;3;5;4
4670;1;0;1;5;4;15
4671;5;0;0;2;1;4
4672;8;1;1;3;2;10
4673;2;1;0;1;2;6
4674;2;1;0;2;3;4
4675;1;0;1;5;1;12
4676;3;1;0;4;5;2
4677;3;1;0;0;4;1
4678;3;1;0;6;2;9
4679;2;1;0;1;5;2
4680;2;0;0;3;1;9
4681;5;1;1;3;1;2
4682;1;1;1;5;3;4
4683;2;0;0;2;3;6
4684;2;0;1;3;3;4
4685;5;1;0;2;3;2
4686;2;0;0;4;2;12
4687;4;1;1;3;1;1
4688;7;1;0;3;2;6
4689;4;1;0;4;2;2
4690;5;0;0;1;4;2
4691;3;0;0;7;2;14
4692;3;0;0;2;2;7
4693;4;1;0;1;5;0
4694;3;1;0;2;1;4
4695;5;1;1;1;2;3
4696;3;0;1;2;3;3
4697;1;0;0;7;2;9
4698;4;1;1;2;5;3
4699;2;1;1;5;1;0
4700;2;1;1;4;1;11
4701;2;1;0;2;1;3
4702;5;1;0;0;3;0
4703;8;1;1;3;3;1
